,Timestamp,swe,SnowDepth_m,density,day,labels
246,2022-06-04,377.988,0.87,434.4689655172414,04,Jun 04
247,2022-06-05,338.451,0.779,434.46854942233637,05,Jun 05
248,2022-06-06,324.342,0.7465238095238095,434.46973272947633,06,Jun 06
249,2022-06-07,313.976,0.7226666666666667,434.46863468634683,07,Jun 07
250,2022-06-08,297.655,0.6851,434.4694205225514,08,Jun 08
251,2022-06-09,280.812,0.6463333333333333,434.4693140794224,09,Jun 09
252,2022-06-10,218.719,0.5034166666666666,434.4691276278762,10,Jun 10
253,2022-06-11,156.626,0.3605,434.4687933425798,11,Jun 11
254,2022-06-12,146.219,0.3365454545454545,434.47028633171266,12,Jun 12
255,2022-06-13,120.475,0.2772916666666666,434.4703230653645,13,Jun 13
256,2022-06-14,116.872,0.269,434.4684014869888,14,Jun 14
257,2022-06-15,106.336,0.24475,434.46782431052094,15,Jun 15
258,2022-06-16,77.646,0.1787142857142857,434.4700239808154,16,Jun 16
259,2022-06-17,75.225,0.1731428571428571,434.4678217821783,17,Jun 17
260,2022-06-18,72.805,0.1675714285714285,434.47144075021333,18,Jun 18
261,2022-06-19,70.384,0.1619999999999999,434.4691358024694,19,Jun 19
262,2022-06-20,70.384,0.1695263157894737,415.18037876435886,20,Jun 20
263,2022-06-21,70.384,0.1695555555555555,415.10878112712993,21,Jun 21
264,2022-06-22,70.384,0.1766,398.55039637599094,22,Jun 22
265,2022-06-23,70.384,0.19605,359.01045651619484,23,Jun 23
266,2022-06-24,70.384,0.2155,326.6078886310905,24,Jun 24
267,2022-06-25,0.0,0.0,,25,Jun 25
268,2022-06-26,0.0,0.0,,26,Jun 26
269,2022-06-27,0.0,0.0,,27,Jun 27
270,2022-06-28,0.0,0.0,,28,Jun 28
271,2022-06-29,0.0,0.0,,29,Jun 29
272,2022-06-30,0.0,0.0,,30,Jun 30
